@relation 'maven 3.3.3-3.3.9'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
8,0,7,20,0,0,55,yes
4,0,2,15,0,0,37,yes
7,0,3,16,0,0,25,yes
3,0,5,18,0,60,46,yes
13,0,4,17,0,0,95,yes
11,0,5,18,1,19,55,no
6,0,9,22,0,55,64,yes
7,0,4,17,0,50,42,yes
3,0,11,24,1,54,60,no
5,0,6,19,0,66,107,yes
6,0,14,27,1,42,104,yes
2,0,3,16,0,0,24,no
4,14,4,28,2,0,21,no
15,0,18,31,0,0,514,yes
3,0,1,29,3,0,16,no
2,0,1,29,3,0,18,no
10,0,1,29,3,0,65,yes
3,0,1,29,3,0,15,no
8,0,1,29,3,0,29,no
8,0,1,29,3,0,27,no
9,0,1,29,3,0,28,no
8,0,1,29,3,0,31,no
9,0,1,29,3,0,29,no
4,0,2,30,3,0,41,no
8,0,1,29,3,0,29,no
4,0,1,29,3,0,17,no
4,0,1,29,3,0,16,no
5,0,2,30,3,0,46,no
20,2,14,27,1,83,260,yes
4,0,2,15,1,16,25,no
1,0,6,50,0,50,33,no
4,0,2,15,0,0,26,no
3,0,4,31,2,0,19,no
12,0,5,32,2,100,322,yes
20,0,6,19,0,50,274,yes
3,0,5,59,1,60,28,no
3,1,4,58,1,50,27,no
3,0,14,27,0,85,118,no
3,0,14,27,0,85,118,no
31,0,177,190,0,98,1350,yes
8,0,10,34,2,0,121,no
1,0,2,51,1,0,12,no
8,0,7,20,0,0,229,yes
10,0,17,30,1,0,390,no
5,0,6,19,0,83,175,yes
4,0,3,16,1,0,22,no
29,0,134,147,1,98,1442,yes
14,0,4,30,2,0,46,no
9,2,10,54,0,66,84,yes
12,0,6,30,2,83,92,no
18,0,8,21,0,56,153,yes
0,0,1,14,0,0,10,no
11,0,12,25,0,75,180,yes
10,0,20,33,1,0,238,yes
10,0,6,19,0,0,64,yes
4,0,2,15,0,0,54,yes
2,0,3,16,0,33,40,no
5,0,2,15,0,0,57,yes
3,0,4,17,0,31,44,no
1,0,0,31,1,0,6,no
1,0,0,49,1,0,6,no
7,0,1,35,1,0,15,no
15,0,2,31,1,0,35,no
5,0,1,14,0,0,31,no
5,0,2,15,0,0,15,no
6,0,7,20,0,50,43,yes
2,0,3,49,1,33,18,no
1,0,2,48,1,0,12,no
15,0,5,31,2,19,50,no
7,0,1,14,0,0,23,no
4,0,2,15,0,0,16,no
15,0,11,24,0,85,141,yes
1,0,2,46,0,0,11,no
1,0,2,46,0,0,12,no
6,0,21,37,0,88,211,no
1,0,2,46,0,0,12,no
6,0,5,18,0,70,121,no
6,0,1,14,1,0,12,no
12,0,17,67,1,50,127,yes
6,3,5,18,1,60,44,no
8,0,4,17,0,0,85,yes
1,0,3,16,0,0,40,no
25,0,18,31,0,88,308,yes
2,0,1,19,2,0,30,no
2,0,4,17,0,25,71,no
2,0,3,16,0,33,40,no
14,0,8,21,0,55,136,yes
11,0,12,25,0,86,207,yes
15,0,17,30,0,89,459,yes
5,0,3,16,0,33,70,yes
2,0,1,14,0,0,19,no
1,0,2,15,0,33,15,no
4,0,4,22,2,0,57,no
7,0,13,36,2,76,101,yes
5,0,4,17,0,37,37,yes
