@relation 'Jabref 3.1-3.2 data'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
24,0,11,710,0,77,289,yes
7,1,22,35,0,72,117,yes
35,0,8,758,0,83,276,yes
9,0,1,14,0,0,10,no
9,0,3,39,1,44,31,yes
7,0,1,14,0,0,12,no
8,0,5,35,0,0,48,no
5,0,1,14,0,0,9,yes
7,0,1,14,0,0,16,no
4,0,4,26,0,0,18,no
25,0,8,21,0,73,199,yes
11,0,2,15,0,0,20,yes
14,0,3,16,0,33,30,yes
13,0,4,22,1,33,54,yes
7,0,3,16,0,0,17,no
26,0,2,35,0,0,141,yes
18,7,12,25,0,82,98,yes
12,0,4,37,0,43,62,yes
40,0,8,21,0,77,216,yes
0,0,1,14,0,0,6,yes
9,0,4,40,1,0,14,no
5,0,1,14,0,0,8,no
4,0,2,15,0,0,10,no
6,0,4,26,0,0,25,no
10,0,0,13,0,0,14,yes
25,0,9,34,1,77,117,no
6,0,5,30,1,0,22,no
16,0,6,31,1,0,72,no
5,0,4,29,1,0,18,no
5,0,4,29,1,0,18,no
22,0,8,33,1,81,97,no
5,0,4,29,1,0,18,no
21,0,5,18,0,80,144,yes
12,0,3,16,0,66,24,no
36,0,4,22,1,43,272,yes
22,0,3,753,0,44,91,yes
17,0,4,17,0,50,30,no
2,0,1,36,1,0,5,no
22,0,4,22,1,31,182,yes
24,0,3,753,0,25,67,yes
22,0,2,35,0,16,94,no
11,0,2,20,1,0,46,yes
12,1,2,15,0,16,70,no
3,0,3,16,0,0,30,no
15,0,4,17,0,92,47,yes
16,0,5,38,0,40,85,yes
30,0,3,753,0,70,134,yes
41,0,14,49,0,78,204,yes
52,0,14,764,0,84,436,yes
2,0,1,14,0,100,7,no
98,0,30,52,2,91,1162,yes
17,0,2,38,1,0,27,yes
16,0,2,38,1,0,23,yes
8,0,2,38,1,0,11,no
16,0,2,38,1,0,30,no
8,0,2,38,1,0,12,no
14,0,3,21,1,33,38,yes
5,0,2,38,1,0,9,no
5,0,2,38,1,0,9,no
5,0,2,38,1,0,9,yes
5,0,2,38,1,0,9,no
5,14,3,36,0,33,18,yes
13,0,2,38,1,0,21,no
13,0,2,38,1,0,25,no
13,0,2,38,1,0,21,no
11,0,2,38,1,0,14,no
11,0,2,38,1,0,14,no
46,0,25,868,0,93,327,yes
23,1,5,776,0,70,130,yes
21,0,31,100,0,97,242,yes
10,0,5,38,0,40,37,yes
11,4,21,34,0,94,70,no
10,0,17,51,1,82,92,no
1,0,1,14,0,0,5,no
20,0,25,59,1,68,216,no
7,0,4,17,0,0,24,no
28,0,25,59,1,70,334,no
2,0,2,15,0,0,13,no
23,0,20,54,1,77,162,no
2,0,2,15,0,0,13,no
3,0,1,45,0,0,5,no
9,0,6,19,0,77,62,yes
7,0,8,34,0,72,100,yes
9,0,7,33,0,64,50,yes
6,0,5,31,0,48,39,no
7,0,6,32,0,54,59,yes
7,0,5,31,0,40,48,no
8,0,6,32,0,54,47,yes
1,0,0,13,0,0,60,no
18,0,2,35,0,0,36,no
9,0,1,14,0,0,30,no
13,0,8,41,0,71,48,no
4,0,2,35,0,0,13,no
37,0,25,43,1,86,342,yes
8,0,2,35,0,0,21,yes
7,0,5,38,0,0,26,no
14,0,5,38,0,60,38,no
10,0,1,14,0,0,33,no
7,33,3,36,0,0,26,no
10,0,2,38,1,0,16,no
17,0,4,40,1,50,44,no
15,0,2,38,1,0,24,no
10,0,2,35,0,0,21,yes
12,0,2,15,0,0,38,no
17,0,3,16,0,33,70,no
10,0,3,39,1,33,25,no
7,0,1,14,0,0,20,no
23,0,4,754,0,65,90,no
14,0,15,32,0,73,309,yes
3,1,6,19,0,0,10,no
19,0,8,21,0,67,142,no
4,0,2,18,0,0,10,no
6,0,2,35,0,0,13,no
14,0,5,24,1,60,56,no
140,0,88,787,0,95,1776,yes
5,0,1,14,0,0,7,yes
14,0,1,14,0,0,20,yes
13,0,1,14,0,0,17,yes
14,0,2,15,0,0,22,no
21,0,2,15,0,0,53,yes
5,0,1,14,0,0,7,no
0,0,5,18,0,30,34,yes
15,0,1,14,0,0,22,yes
15,0,17,30,0,91,374,yes
2,0,24,37,0,88,100,yes
16,0,4,754,0,58,58,no
9,0,2,701,0,50,22,yes
9,0,3,16,0,83,25,yes
9,0,3,702,0,66,114,yes
8,0,9,817,0,74,48,no
5,0,2,15,0,0,12,no
33,0,8,758,0,78,396,yes
36,0,7,757,0,56,324,yes
10,0,3,16,0,33,24,no
42,0,12,25,0,0,261,yes
1,1,1,763,0,33,100,no
9,0,3,702,0,33,19,no
3,0,2,765,1,0,17,yes
13,0,9,759,0,91,155,yes
19,0,2,15,0,33,157,yes
6,0,4,17,0,53,29,yes
5,0,3,16,0,0,26,no
48,0,9,759,0,80,340,yes
5,0,4,17,0,0,21,no
9,0,1,14,0,0,31,yes
102,0,36,735,0,91,974,yes
7,0,2,35,0,0,14,no
5,0,2,35,0,0,12,no
8,0,2,35,0,0,16,no
11,0,2,35,0,0,17,yes
10,0,1,23,0,0,17,no
4,0,2,18,0,0,10,no
17,0,2,35,0,50,35,no
10,0,2,35,0,0,19,no
10,0,2,35,0,0,19,no
7,0,2,35,0,0,9,no
9,0,2,35,0,0,17,no
26,0,2,35,0,0,119,yes
4,0,2,35,0,0,10,no
4,0,2,35,0,0,10,no
3,0,1,14,0,0,13,no
3,0,1,809,0,0,11,no
7,0,2,729,0,0,31,no
7,0,2,35,0,0,9,no
44,0,20,33,0,85,268,yes
14,0,3,16,0,22,65,no
6,0,5,18,0,50,42,no
14,0,2,15,0,0,30,no
32,0,10,23,0,90,156,no
18,0,6,19,0,72,44,no
15,0,4,17,0,68,128,yes
29,0,6,756,0,75,101,no
3,0,2,35,0,0,8,no
3,0,2,810,0,0,11,no
18,0,8,724,1,37,88,yes
28,0,9,759,0,73,214,no
10,0,5,894,0,80,29,yes
5,0,3,16,0,0,21,no
4,0,1,14,0,0,10,yes
2,0,4,17,0,58,18,no
21,0,3,691,0,33,101,no
6,0,1,909,0,0,11,no
4,0,1,909,0,0,17,no
15,0,8,21,0,66,68,no
7,0,2,35,0,0,14,no
6,0,2,15,0,0,18,no
7,0,2,729,0,0,17,no
48,0,30,919,0,87,382,no
7,0,4,26,0,0,32,no
20,1,5,40,0,65,91,no
5,0,4,17,0,62,35,no
22,1,7,828,0,80,97,no
16,0,3,43,1,66,27,no
14,0,18,846,1,86,91,no
21,0,20,844,0,88,128,no
35,1,17,716,0,81,237,no
15,0,4,754,0,62,76,yes
1,0,1,14,0,0,8,no
13,0,9,22,0,0,113,yes
13,0,6,914,0,41,66,yes
3,0,9,22,0,55,36,no
40,0,13,26,0,83,261,no
15,0,2,15,0,0,24,no
19,0,17,47,0,47,191,no
62,0,25,775,0,90,696,yes
4,0,2,15,0,0,13,no
2,0,5,74,0,50,24,yes
14,0,1,772,0,0,26,no
3,0,3,16,0,50,15,no
39,0,6,756,0,80,138,no
3,0,2,15,0,0,9,no
3,0,2,15,0,0,9,no
3,0,2,15,0,0,9,no
7,0,3,16,0,0,30,no
5,0,4,17,0,25,18,no
34,0,6,19,0,58,152,no
6,0,1,777,1,0,13,no
7,0,1,14,0,0,7,no
26,0,3,16,0,96,156,no
14,0,10,46,1,63,57,no
15,0,8,865,0,60,116,no
25,0,4,754,0,31,102,no
6,0,2,35,0,0,9,no
4,0,2,35,0,0,9,no
9,0,2,35,0,0,9,no
6,0,2,35,0,0,9,no
3,0,2,182,0,100,21,no
4,0,1,26,0,0,10,no
3,1,1,77,0,0,112,no
13,0,9,158,0,0,73,no
13,0,1,16,0,0,30,no
6,0,1,78,1,0,46,no
9,0,2,39,0,0,24,no
14,0,3,16,0,86,208,yes
10,0,8,21,0,29,45,yes
80,0,21,771,0,92,1005,yes
9,0,2,35,0,0,19,yes
9,0,2,844,0,0,24,yes
7,0,2,844,0,0,24,yes
12,0,2,844,0,0,40,no
6,0,1,14,0,0,7,no
6,0,2,35,0,0,8,no
5,0,1,14,0,0,10,no
13,0,3,845,0,33,45,yes
5,0,1,14,0,0,14,no
12,0,5,894,0,80,31,yes
14,0,3,16,0,0,58,yes
4,0,1,14,0,0,7,no
10,0,3,845,0,33,44,yes
30,0,1,14,0,0,104,yes
6,0,2,15,0,0,12,yes
3,0,1,14,0,0,6,no
