@relation 'logical DOC 8.3.4 new'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
1,0,9,5,1,60,23,no
5,0,13,9,2,77,102,no
7,0,4,3,2,66,60,no
5,0,20,12,2,75,137,no
10,0,30,15,2,85,121,no
4,0,4,10,3,66,31,no
10,10,13,7,2,64,82,no
2,0,1,1,2,0,57,no
8,0,8,13,3,83,127,no
8,0,13,13,3,72,180,no
8,0,7,12,3,70,74,no
6,0,5,9,3,50,41,no
2,0,8,3,2,50,196,no
7,0,12,9,2,77,186,no
7,0,4,3,2,66,64,no
4,0,5,3,2,66,39,no
4,0,5,2,2,50,40,no
5,0,4,2,2,50,25,no
8,0,17,4,2,62,95,no
4,0,4,7,3,50,45,no
3,0,1,1,2,0,63,no
7,0,14,7,2,57,161,no
6,0,3,2,2,16,34,no
13,0,4,2,2,25,78,no
2,0,3,6,3,50,13,no
2,0,5,7,3,33,35,no
4,0,6,4,2,54,99,no
29,0,75,27,2,92,488,yes
5,28,5,4,2,62,29,no
7,0,9,6,2,62,96,yes
10,0,12,3,2,75,72,no
22,0,63,39,2,90,297,yes
5,2,10,4,2,62,52,no
5,0,8,9,3,50,167,no
11,0,9,6,2,70,154,yes
12,0,58,9,2,79,543,yes
6,0,7,3,2,33,95,yes
9,0,16,7,2,68,354,no
11,0,4,2,2,0,69,yes
12,0,27,2,2,0,163,yes
12,0,23,4,2,0,762,yes
3,0,24,13,2,69,102,no
16,4,99,52,3,93,730,yes
7,0,56,40,2,90,343,yes
6,0,33,5,1,0,139,no
5,0,28,55,4,0,137,yes
5,0,3,6,3,0,70,no
12,0,11,10,3,66,231,no
10,0,26,2,2,0,175,yes
6,0,6,4,2,25,77,yes
5,1,4,2,2,9,66,yes
10,0,18,9,2,72,186,yes
7,0,12,8,3,62,165,yes
5,0,3,2,2,16,54,no
4,0,2,1,2,0,71,no
7,0,13,8,3,62,187,no
2,0,10,7,3,50,87,no
8,0,3,2,2,25,175,no
6,0,6,4,2,50,80,no
6,0,4,2,2,0,58,no
7,0,4,2,2,0,84,no
12,0,5,7,3,50,103,no
10,0,9,5,2,60,138,no
9,0,4,2,2,0,75,no
12,0,10,5,2,60,205,no
10,0,21,8,3,57,192,yes
13,0,10,7,2,71,177,no
4,0,10,5,2,75,152,no
2,0,7,8,3,54,50,no
12,0,21,6,2,65,130,yes
6,0,10,8,3,54,103,no
9,0,10,9,3,60,254,no
5,0,3,2,2,0,49,no
9,0,3,2,2,33,68,no
8,0,8,3,2,33,109,no
2,0,4,2,2,0,37,no
4,0,4,6,3,50,41,no
5,0,2,1,2,0,56,no
5,0,5,2,2,0,77,yes
8,0,7,2,2,16,97,yes
4,0,2,1,2,0,90,no
2,0,1,1,2,0,37,no
8,0,5,2,2,0,85,no
8,0,14,10,3,50,193,no
8,0,27,19,2,78,147,no
21,0,57,19,2,89,314,yes
1,16,3,3,2,33,15,no
29,0,111,48,2,96,1089,yes
9,0,8,7,2,77,69,no
0,0,11,11,1,63,42,no
6,0,15,6,3,41,84,yes
7,0,4,4,2,62,88,yes
13,4,36,7,2,58,229,yes
11,0,20,11,3,78,391,no
5,0,8,8,3,50,186,no
5,0,3,5,3,0,55,no
3,0,1,1,2,0,61,no
2,0,1,1,2,0,51,no
2,0,1,1,2,0,68,no
9,0,27,7,3,50,240,yes
14,0,14,15,1,81,105,no
8,0,3,2,2,25,56,no
6,0,3,2,2,25,75,no
4,0,4,2,2,16,161,no
4,0,1,1,2,0,132,no
5,0,2,2,2,0,57,no
1,2,2,2,2,0,32,no
3,0,4,2,2,16,38,no
5,0,1,1,2,0,64,no
16,0,22,13,2,70,262,no
6,0,4,3,3,0,16,no
6,0,4,4,2,50,121,no
11,0,8,6,2,55,159,no
3,0,3,4,3,0,15,no
8,0,9,6,2,60,83,no
2,0,5,2,2,16,34,no
9,0,14,9,2,52,180,no
9,0,11,7,2,66,129,no
6,0,6,2,2,28,57,yes
7,0,7,4,2,65,136,no
3,0,9,3,2,33,85,no
9,0,20,9,3,56,335,yes
3,0,6,6,3,33,76,yes
10,0,17,7,2,66,131,no
1,6,3,3,2,33,16,no
5,0,10,7,3,50,202,yes
8,0,10,7,3,55,241,yes
4,0,9,6,3,22,88,yes
3,0,11,6,3,33,112,yes
9,0,14,7,2,65,116,no
1,4,3,3,2,33,15,no
9,0,16,8,3,47,258,no
5,0,11,7,3,33,118,yes
4,0,13,1,2,0,104,no
8,0,11,7,2,62,97,no
1,2,3,3,2,33,14,no
8,0,11,8,3,47,250,no
4,0,9,6,3,22,114,yes
5,0,2,1,2,0,75,no
22,0,68,37,2,93,928,yes
2,0,2,2,2,50,59,no
8,0,5,5,2,53,175,yes
7,0,14,8,3,76,258,yes
5,0,9,5,3,50,121,no
9,0,5,2,2,33,64,yes
10,0,11,6,2,69,116,yes
3,0,2,2,2,16,47,no
7,0,11,9,3,50,174,no
3,0,19,1,2,0,171,yes
9,0,13,8,3,47,268,no
10,0,11,7,2,71,128,yes
10,0,23,8,2,76,310,yes
8,0,11,8,3,47,222,no
5,0,3,2,2,33,84,no
6,0,4,3,2,33,127,no
6,0,4,3,3,0,23,no
3,0,4,3,2,66,104,no
3,0,8,2,2,25,92,no
6,0,3,3,2,66,146,yes
8,0,13,9,2,71,103,no
6,0,28,12,2,73,418,yes
8,0,9,7,2,68,173,no
7,0,14,8,2,40,224,no
6,0,4,2,2,25,70,no
8,0,13,9,2,71,116,no
6,0,30,9,2,63,340,yes
3,0,1,2,3,0,8,no
7,0,10,7,2,64,172,no
20,0,26,14,2,79,152,no
2,0,2,1,2,0,12,no
7,0,15,11,2,83,103,no
4,0,1,1,2,0,21,no
4,0,4,2,2,50,113,no
3,0,1,1,2,0,86,no
4,0,1,1,2,0,63,no
6,0,11,6,2,50,207,no
3,0,3,2,2,0,116,no
6,0,14,12,2,0,151,no
